GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
19,040,19,,,,,,Iowa,3046355,1336417,2926324,1232511,3046355,2926324
